sr. No,NRCan.Reference,Brand,Model,AEC,Type,Defrost,FreezerLoc,TotalVol,SizeCategory,DoorIce,RefVol,FreezerVol,Ratio,
183,227628,Admiral,LTF2112ARW,515,Refrigerator,Automatic,Top,595.7,10,No,426.9,168.8,0.395408761,
235,365523,Admiral,LTB1502ARW,447,Refrigerator,Automatic,Top,425.4,7,No,305.2,120.2,0.393840105,
262,849932,Admiral,LTF1812ARB,480,Refrigerator,Automatic,Top,513.6,8,No,369,144.6,0.391869919,
14,216736,Amana,ATB1504ARW,447,Refrigerator,Automatic,Top,425.4,7,No,305.2,120.2,0.393840105,
34,222020,Amana,ATB1502AEW,380,Refrigerator,Automatic,Top,425.4,7,No,305.2,120.2,0.393840105,
69,223387,Amana,ATB1830ARW,480,Refrigerator,Automatic,Top,513.6,8,No,369,144.6,0.391869919,
128,226994,Amana,MTF1896AEB,409,Refrigerator,Automatic,Top,513.6,8,No,369,144.6,0.391869919,
145,227590,Amana,ATB2130ARW,515,Refrigerator,Automatic,Top,595.7,10,No,426.9,168.8,0.395408761,
187,276610,Amana,ATB2138AEW,435,Refrigerator,Automatic,Top,595.7,10,No,426.9,168.8,0.395408761,
706,6710664,Amana,ASD2275BR*0*,533,Refrigerator,Automatic,Side,600.88,10,Yes,409.17,191.7,0.468509422,
753,7589622,Amana,ABB1921BR*,441,Refrigerator,Automatic,Bottom,528.67,9,No,366.42,162.25,0.442797882,
944,8975324,Amana,ABB2224BR,470,Refrigerator,Automatic,Bottom,624.95,10,No,442.3,182.64,0.412932399,
1127,9606201,Amana,ART104TFD*0*,332,Refrigerator,Automatic,Top,405.78,6,No,296.19,109.59,0.369998987,
1306,9975803,Amana,ART316TFD*0*,344,Refrigerator,Automatic,Top,452.5,7,No,338.38,114.12,0.337253975,
1444,10017271,Amana,ART308FFD*,366,Refrigerator,Automatic,Top,513.95,8,No,369.81,144.13,0.389740678,
2033,14644560,Amana,AFI2539ER***,565,Refrigerator,Automatic,Bottom,700.55,12,Yes,509.98,190.57,0.373681321,
2682,17004226,Amana,ASI2575FR*0*,566,Refrigerator,Automatic,Side,693.5,12,Yes,433.8,259.7,0.598662978,
2990,11702193,Amana,AMA31**A,423,Compact refrigerator,Partial automatic,Inside,86,1,No,58.9,26.8,0.455008489,
1975,17080940,Arctic King,ATMP031AEW,270,Compact refrigerator,Partial automatic,Inside,87,1,No,61,26,0.426229508,
2699,17080944,Arctic King,ABDA049AS,270,Compact refrigerator,Automatic,No freezer,140,2,No,140,0,0,
807,8274761,Artistry,ABE20EGE****,455,Refrigerator,Automatic,Bottom,574.549,9,No,398.701,175.848,0.441052317,
808,8274762,Artistry,ADR20KGE****,455,Refrigerator,Automatic,Bottom,570.584,9,No,398.701,171.883,0.431107522,
764,7902409,Avantgarde,ARBA115S,418,Refrigerator,Automatic,Bottom,335,5,No,232.8,102.1,0.438573883,
4,16684238,Avanti,VFR14PS-IS-R,81,Compact refrigerator,Manual,No freezer,32,0,No,32,0,0,
8,8274729,Avanti,AR2406W,193,Compact refrigerator,Automatic,No freezer,61,0,No,61,0,0,
40,17686591,Avanti,RM17T0W,194,Compact refrigerator,Manual,No freezer,48.3,0,No,48.3,0,0,
62,16684211,Avanti,RM24T1B,200,Compact refrigerator,Manual,No freezer,68,0,No,68,0,0,
317,16684212,Avanti,RM27B2P,214,Compact refrigerator,Manual,No freezer,76.5,1,No,76.5,0,0,
655,15272181,Avanti,RM3306W,220,Compact refrigerator,Manual,No freezer,93,1,No,93,0,0,
803,8274744,Avanti,RMS550PS,338,Compact refrigerator,Manual,Inside,153,2,No,92.5,60.52,0.65427027,
804,8274745,Avanti,RA7306WT,251,Refrigerator,Partial automatic,Inside,210.394,3,No,172.166,38.058,0.221054099,
1043,8274733,Avanti,RA3106WT,229,Compact refrigerator,Partial automatic,Inside,87,1,No,62.1,24.7,0.397745572,
1623,15272177,Avanti,AR321B,259,Compact refrigerator,Automatic,No freezer,90,1,No,90,0,0,
1792,11702248,Avanti,FFBM920WH,409,Refrigerator,Automatic,Bottom,260,4,No,180.3,79.7,0.442041043,keep
1794,11702250,Avanti,FF120WH,317,Refrigerator,Automatic,Top,347,5,No,248.9,98.5,0.395741262,
1923,15272179,Avanti,AR4446B,269,Compact refrigerator,Automatic,No freezer,124,1,No,124,0,0,
1993,10990285,Avanti,RM4406W,275,Compact refrigerator,Manual,No freezer,124.59,1,No,124.59,0,0,
2021,16684215,Avanti,AR17T1B,233,Compact refrigerator,Automatic,No freezer,48.3,0,No,48.3,0,0,
2249,187663,Avanti,271YW,318,Compact refrigerator,Manual,No freezer,76,1,No,76,0,0,
2264,15272185,Avanti,FFBM102D0W,370,Refrigerator,Automatic,Bottom,289,4,No,202,87,0.430693069,
2341,16103039,Avanti,AR52T3SB,258,Compact refrigerator,Automatic,No freezer,147,2,No,147,0,0,
2342,16103040,Avanti,RM52T1BB,228,Compact refrigerator,Manual,No freezer,147,2,No,147,0,0,
2361,16303665,Avanti,FFBM45136SS,318,Compact refrigerator,Automatic,Bottom,127.5,2,No,85,42.5,0.5,
2545,187662,Avanti,18DYW,295,Compact refrigerator,Manual,No freezer,48,0,No,48,0,0,
2581,187664,Avanti,442YW,336,Compact refrigerator,Manual,No freezer,125,1,No,125,0,0,
2619,16684210,Avanti,ARF58S3S,300,Compact refrigerator,Automatic,No freezer,164.8,2,No,164.8,0,0,
2623,16684214,Avanti,AR5102SS,236,Compact refrigerator,Automatic,No freezer,145,2,No,145,0,0,
2625,16684216,Avanti,FF116D0W,311,Refrigerator,Automatic,Top,326,5,No,237,89,0.375527426,
2628,16684219,Avanti,FF99D0W,296,Refrigerator,Automatic,Top,280,4,No,205,75,0.365853659,
2631,16684222,Avanti,FF18D0W,398,Refrigerator,Automatic,Top,511.6,8,No,396.6,115,0.2899647,
2758,17686588,Avanti,FF10B0W,320,Refrigerator,Automatic,Top,287,4,No,209.8,76.8,0.366062917,
2768,16684217,Avanti,FF45006W,359,Compact refrigerator,Automatic,Top,122,1,No,93,29.4,0.316129032,
2993,19453843,Avanti,RMX45B0W,265,Compact refrigerator,Manual,Inside,127,2,No,111,16,0.144144144,
2008,14420311,Beko,BFFD3622SS,395.093,Refrigerator,Automatic,Bottom,530,9,No,377,153,0.405835544,
2166,15011338,Beko,BFBF2413SS,334,Refrigerator,Automatic,Bottom,320,5,No,224,96,0.428571429,
2167,15011339,Beko,BFBF2413SSIM,331,Refrigerator,Automatic,Bottom,315,5,No,224,91,0.40625,
2169,15011341,Beko,BFBF3018SS,376,Refrigerator,Automatic,Bottom,458,7,No,314,144,0.458598726,
2177,15011349,Beko,BFBF2715GSIM,373,Refrigerator,Automatic,Bottom,232,7,No,331,133,0.401812689,
2181,15011353,Beko,BFBF2715SS,376,Refrigerator,Automatic,Bottom,475,8,No,331,144,0.435045317,
2182,15011354,Beko,BFTF2715SSIM,281,Refrigerator,Automatic,Top,356,6,No,274,82,0.299270073,
2185,15011357,Beko,BBBF2410IM,322,Refrigerator,Automatic,Bottom,227,3,No,173,54,0.312138728,
2691,17005030,Beko,K60340N,294,Refrigerator,Automatic,Bottom,302,5,No,204,98.2,0.481372549,
2873,7920100,Black & Decker,BCFB17*,315,Compact refrigerator,Manual,Inside,48,0,No,43.5,4.5,0.103448276,
757,7901684,Blomberg,BRFB1042SL,352,Refrigerator,Automatic,Bottom,250,4,No,176,74,0.420454545,
777,8088260,Blomberg,BRFB1050FFBI,402,Refrigerator,Automatic,Bottom,238,4,No,173,65,0.375722543,
778,8088261,Blomberg,BRFB1800WHIM,438,Refrigerator,Automatic,Bottom,458,7,No,313,145,0.463258786,
857,8333456,Blomberg,BRFD2650SS,544,Refrigerator,Automatic,Bottom,661,11,No,435,226,0.51954023,
1599,10975762,Blomberg,BRFB1042WHN,313.029,Refrigerator,Automatic,Bottom,249,4,No,175,74,0.422857143,
1602,10975765,Blomberg,BRFB1152SSN,319.797,Refrigerator,Automatic,Bottom,279,4,No,205,74,0.36097561,
1605,10975768,Blomberg,BRFB1452SSN,348.562,Refrigerator,Automatic,Bottom,391,6,No,305,86,0.281967213,
1744,11207907,Blomberg,BRFB1152SS,355,Refrigerator,Automatic,Bottom,279,4,No,205,74,0.36097561,
1745,11207908,Blomberg,BRFB1450SS,371,Refrigerator,Automatic,Bottom,391,6,No,305,86,0.281967213,
1757,11695628,Blomberg,BRFB1812SS,375.635,Refrigerator,Automatic,Bottom,458.7,7,No,314.3,144.4,0.459433662,
1762,11695633,Blomberg,BRFB10150FFBIN,387,Refrigerator,Automatic,Bottom,238,3,No,173,65,0.375722543,
1763,11695634,Blomberg,BRFD2650SSN,504.23,Refrigerator,Automatic,Bottom,662.6,11,No,436.1,226.5,0.51937629,
2007,14420310,Blomberg,BRFD2230SS,395.093,Refrigerator,Automatic,Bottom,530,9,No,377,153,0.405835544,
2161,15011333,Blomberg,BRFB1050FFBIN,327.411,Refrigerator,Automatic,Bottom,238,3,No,173,65,0.375722543,
2165,15011337,Blomberg,BRFB1312SS,334,Refrigerator,Automatic,Bottom,320,5,No,224,96,0.428571429,
2168,15011340,Blomberg,BRFB1322SS,331,Refrigerator,Automatic,Bottom,315,5,No,224,91,0.40625,
2171,15011343,Blomberg,BRFB1812SSN,376,Refrigerator,Automatic,Bottom,458,7,No,314,144,0.458598726,
2179,15011351,Blomberg,BRFB1522SS,373,Refrigerator,Automatic,Bottom,232,7,No,331,133,0.401812689,
2180,15011352,Blomberg,BRFB1512SS,376,Refrigerator,Automatic,Bottom,475,8,No,331,144,0.435045317,
2183,15011355,Blomberg,BRFT1522SS,281,Refrigerator,Automatic,Top,356,6,No,274,82,0.299270073,
2184,15011356,Blomberg,BRFB1052FFBIN,322,Refrigerator,Automatic,Bottom,227,3,No,173,54,0.312138728,
2692,17005031,Blomberg,K60340N,294,Refrigerator,Automatic,Bottom,302,5,No,204,98.2,0.481372549,
2980,19453797,Bluestar,BBB36*1,493,Refrigerator,Automatic,Bottom,639.6,11,No,477.064,162.537,0.340702715,
2981,19453798,Bluestar,BBB36*2,497,Refrigerator,Automatic,Bottom,634.295,10,No,471.758,162.537,0.344534698,
238,410157,Bosch,B20CS80SNB,550,Refrigerator,Automatic,Side,566.7,9,Yes,354.8,211.9,0.59723788,
240,714147,Bosch,B20CS50SNW,550,Refrigerator,Automatic,Side,571.8,9,Yes,359.9,211.9,0.58877466,
292,1391180,Bosch,B20CS51SNI,518,Refrigerator,Automatic,Side,571.8,9,Yes,359.9,211.9,0.58877466,
296,1391184,Bosch,B20CS81SNS,518,Refrigerator,Automatic,Side,566.7,9,Yes,354.8,211.9,0.59723788,
331,2167081,Bosch,B22CS30SNS,545,Refrigerator,Automatic,Side,628.07,10,Yes,392.25,235.82,0.601198215,
332,2167082,Bosch,B22CS50SNS,539,Refrigerator,Automatic,Side,613.81,10,Yes,378.48,235.33,0.62177658,
336,2168309,Bosch,B26FT**SN*,527,Refrigerator,Automatic,Bottom,734.35,12,Yes,517.7,216.65,0.418485609,
547,4911408,Bosch,B36BT830NS,429,Refrigerator,Automatic,Bottom,558.407,9,No,392.754,165.653,0.421772916,
954,8975345,Bosch,B22CT80SN*,464,Refrigerator,Automatic,Bottom,621.266,10,No,462.976,158.29,0.341896772,
995,9032421,Bosch,B22FT80SNS*,470,Refrigerator,Automatic,Bottom,626.08,10,No,443.44,182.64,0.411870828,
999,9054837,Bosch,B11CB50SSS,302,Refrigerator,Automatic,Bottom,327.059,5,No,218.889,108.17,0.494177414,
1000,9054838,Bosch,B30IB800SP,391,Refrigerator,Automatic,Bottom,460.714,7,No,322.245,138.469,0.429701004,
1682,10990402,Bosch,B26FT70SNS,541,Refrigerator,Automatic,Bottom,665.162,11,No,448.538,216.624,0.482955736,
1927,13347801,Bosch,B10CB80NV*,294,Refrigerator,Automatic,Bottom,292.229,4,No,218.889,73.341,0.335060236,
2475,16513744,Bosch,B26FT80SNS,558,Refrigerator,Automatic,Bottom,721.5,12,Yes,500.6,220.9,0.441270475,
2476,16513753,Bosch,B11CB81SSS,385,Refrigerator,Automatic,Bottom,322.8,5,No,218,104.8,0.480733945,
2607,16651507,Bosch,B21CL80SNS,571,Refrigerator,Automatic,Bottom,585,10,No,416,169,0.40625,
2832,17700448,Bosch,B09IB80NSP,394,Refrigerator,Automatic,Bottom,256.27,4,No,187.458,68.81,0.36706889,
2879,18443122,Bosch,B30IR800SP,319,Refrigerator,Automatic,No freezer,487.049,8,No,487.049,0,0,
891,8920275,Brigade,CFDRB5362*****,489,Refrigerator,Automatic,No freezer,622.97,10,No,622.97,0,0,
1023,9517185,Brigade,CFDBB5363*****,568,Refrigerator,Automatic,Bottom,578.23,10,No,431.831,146.398,0.339016884,
1578,17599022,Brigade,CVBUI5150G*SS,250,Compact refrigerator,Automatic,No freezer,78.2,1,No,78.2,0,0,
1844,12593817,Brigade,CVCSB5483*****,0,Refrigerator,Automatic,Side,809.58,14,No,543.12,266.46,0.49060981,
2716,17599021,Brigade,CVRUI5240G*SS,265,Compact refrigerator,Automatic,No freezer,149.5,2,No,149.5,0,0,
2718,17599023,Brigade,CVBUI5240G*SS,263,Compact refrigerator,Automatic,No freezer,153.2,2,No,153.2,0,0,
2719,17599024,Brigade,CVDUI5240DSS,242,Compact refrigerator,Automatic,No freezer,140.2,2,No,140.2,0,0,
2720,17599025,Brigade,CVDUO5240DSS,208,Compact refrigerator,Automatic,No freezer,140.2,2,No,140.2,0,0,
2721,17599026,Brigade,VRUO5240D*SS,191,Compact refrigerator,Automatic,No freezer,143.8,2,No,143.8,0,0,
2886,18460404,Brigade,CFDRB5303*****,430,Refrigerator,Automatic,No freezer,504.04,8,No,504.04,0,0,
2887,18460405,Brigade,CFDSB5423*****,619,Refrigerator,Automatic,Side,716.98,12,No,446.27,270.71,0.606605866,
1512,14105575,Buzz,10275,246,Compact refrigerator,Manual,No freezer,102.4,1,No,102.4,0,0,
211,331979,Crosley,CT15G5W,447,Refrigerator,Automatic,Top,425.4,7,No,305.2,120.2,0.393840105,
213,331981,Crosley,CT18G5W,480,Refrigerator,Automatic,Top,513.6,8,No,369,144.6,0.391869919,
217,331985,Crosley,CT21G8W,515,Refrigerator,Automatic,Top,595.7,10,No,426.9,168.8,0.395408761,
345,2443756,Crosley,CFDR2600S,540,Refrigerator,Automatic,Bottom,737.4,12,Yes,520.75,216.65,0.416034566,
382,2779349,Crosley,LFTR1814L*,478.88,Refrigerator,Automatic,Top,515.424,8,No,400.162,115.262,0.288038344,
421,3556633,Crosley,DFHT1843M,383,Refrigerator,Automatic,Top,514.574,8,No,399.312,115.262,0.288651481,
460,4284014,Crosley,CFD28WI*,564.1,Refrigerator,Automatic,Bottom,787.013,13,Yes,539.496,247.517,0.458793022,
612,6188258,Crosley,CRT182HN*,383,Refrigerator,Automatic,Top,515.424,8,No,400.162,115.262,0.288038344,
690,6479518,Crosley,CRSH232P*,549,Refrigerator,Automatic,Side,637.98,11,Yes,402.665,235.341,0.584458545,
1117,9606191,Crosley,CRT151HQ*,298.932,Refrigerator,Automatic,Top,412.296,7,No,309.505,102.791,0.332114182,
1194,9737268,Crosley,CRSH232P**A,515,Refrigerator,Automatic,Side,624.96,10,Yes,401.25,223.7,0.557507788,
1204,9737330,Crosley,CFD28SDQ*,472,Refrigerator,Automatic,Bottom,782.682,13,No,536.041,246.641,0.460115924,
1206,9737333,Crosley,CFD28WIQ*,535,Refrigerator,Automatic,Bottom,769.939,13,Yes,523.298,246.641,0.471320357,
1268,9874091,Crosley,CRT181Q*,359,Refrigerator,Automatic,Top,511.971,8,No,399.27,112.702,0.282270143,
1437,10012971,Crosley,CRT182HQ*,322,Refrigerator,Automatic,Top,511.971,8,No,399.27,112.702,0.282270143,
1440,10012974,Crosley,CRT206HQ*,343,Refrigerator,Automatic,Top,578.516,10,No,432.967,145.549,0.336166498,
1527,10300751,Crosley,CRT206Q*,382,Refrigerator,Automatic,Top,578.516,10,No,432.967,145.549,0.336166498,
1546,10300952,Crosley,CDT2181H*,393,Refrigerator,Automatic,Top,630.7,10,No,440.1,190.6,0.43308339,
1572,10975732,Crosley,CRSS262Q*,548,Refrigerator,Automatic,Side,723.216,12,Yes,466.381,256.835,0.55069782,
2041,14644706,Crosley,CRT151R*,331,Refrigerator,Automatic,Top,412.296,7,No,309.505,102.791,0.332114182,
703,19248449,Cuisinart,043-1893-6,220,Compact refrigerator,Manual,No freezer,93,1,No,93,0,0,
801,6214956,Cuisinart,043-1894-4,226,Compact refrigerator,Manual,No freezer,118,1,No,117.8,0,0,
932,19248452,Cuisinart,043-1894-4,226,Compact refrigerator,Manual,No freezer,124,1,No,124,0,0,
1776,4711030,Cuisinart,043-1893-6,266,Compact refrigerator,Manual,No freezer,87,1,No,87,0,0,
2535,8568694,Cuisinart,043-0288-4,252,Compact refrigerator,Manual,No freezer,42.5,0,No,42.5,0,0,
339,2345707,Dacor,EF36IWFSS**,515,Refrigerator,Automatic,Bottom,558.4,9,Yes,415.69,142.72,0.343332772,
951,8975340,Dacor,RF36NDFSS*,405,Refrigerator,Automatic,Bottom,566.33,9,No,407.19,159.14,0.390824922,
1313,9975812,Dacor,DYF48BNDI**,655,Refrigerator,Automatic,Side,849.78,14,No,544.24,305.54,0.561406732,
1316,9975815,Dacor,DYF42BNDI**,604,Refrigerator,Automatic,Side,721.51,12,No,464.68,256.83,0.552702935,
1323,9975832,Dacor,DYF48BIWS**,703,Refrigerator,Automatic,Side,835.91,14,Yes,544.24,291.66,0.535903278,
1326,9975836,Dacor,DYF42BIWS*,651,Refrigerator,Automatic,Side,708.48,12,Yes,464.68,243.81,0.524683653,
2164,15011336,Dacor,DTF36FCS,395.093,Refrigerator,Automatic,Bottom,530,9,No,377,153,0.405835544,
2186,15011358,Dacor,DTF24BFP,322,Refrigerator,Automatic,Bottom,227,3,No,173,54,0.312138728,
2518,16515554,Dacor,DYF42BSIWS,595,Refrigerator,Automatic,Side,725,12,Yes,460.2,264.8,0.575401999,
2983,19453800,Dacor,DYF42SBIW*,614,Refrigerator,Automatic,Side,688.098,11,Yes,430.415,257.683,0.59868499,
46,14644692,Daewoo,FRK-Q12NAS,179,Refrigerator,Automatic,No freezer,102,1,No,102,0,0,
61,222127,Daewoo,FR-2705,356,Refrigerator,Automatic,Top,229.5,3,No,175.6,53.9,0.306947608,
63,15799566,Daewoo,FR-028RCN*,210,Compact refrigerator,Manual,No freezer,79.4,1,No,79.4,0,0,
267,849937,Daewoo,FRG1850BEW,409,Refrigerator,Automatic,Top,513.6,8,No,369,144.6,0.391869919,
274,849944,Daewoo,FRG2150BEW,435,Refrigerator,Automatic,Top,595.7,10,No,426.9,168.8,0.395408761,
278,1051992,Daewoo,FRI1520BRW,447,Refrigerator,Automatic,Top,425.4,7,No,305.2,120.2,0.393840105,
335,2168308,Daewoo,RFF26*****,527,Refrigerator,Automatic,Bottom,734.35,12,Yes,517.7,216.65,0.418485609,
343,2442920,Daewoo,RFS-26*#*,540,Refrigerator,Automatic,Bottom,737.4,12,Yes,520.75,216.65,0.416034566,
344,2442921,Daewoo,RFS-26*#*I,484,Refrigerator,Automatic,Bottom,737.4,12,Yes,520.75,216.65,0.416034566,
347,2525993,Daewoo,FR*18***E*,385,Refrigerator,Automatic,Top,513.4,8,No,368.8,144.6,0.39208243,
348,2525994,Daewoo,FR*21***R*,515,Refrigerator,Automatic,Top,595.7,10,No,426.5,168.8,0.395779601,
349,2525995,Daewoo,FR*21***E*,415,Refrigerator,Automatic,Top,595.7,10,No,426.5,168.8,0.395779601,
405,3338292,Daewoo,FRS-*22B**,480,Refrigerator,Automatic,Side,583.3,10,No,373.4,209.9,0.562131762,
406,3338293,Daewoo,FRS-*22D**,506,Refrigerator,Automatic,Side,581.6,10,Yes,373.4,208.2,0.557579004,
407,3338294,Daewoo,FRS-*22E**,517,Refrigerator,Automatic,Side,566.2,9,Yes,358,208.2,0.581564246,
431,15799567,Daewoo,FR-044RCN*,215,Refrigerator,Manual,No freezer,123.9,1,No,123.9,0,0,
567,5509058,Daewoo,FRG-1870BN*,382,Refrigerator,Automatic,Top,513.4,8,No,368.7,144.7,0.392459995,
568,5509059,Daewoo,FRG-2170BN*,406,Refrigerator,Automatic,Top,589,10,No,420.5,168.5,0.400713436,
1545,10300951,Daewoo,FRG2171BN*,393,Refrigerator,Automatic,Top,630.7,10,No,440.1,190.6,0.43308339,
1929,13347866,Daewoo,RFS-25AEDA**,505,Refrigerator,Automatic,Bottom,725.2,12,Yes,504.4,220.8,0.437747819,
2236,185918,Daewoo,FR-091,318,Compact refrigerator,Manual,No freezer,78,1,No,78,0,0,
2546,187666,Daewoo,FR-062R,295,Compact refrigerator,Manual,No freezer,48,0,No,48,0,0,
2580,185920,Daewoo,FR-142,336,Compact refrigerator,Manual,No freezer,125,1,No,125,0,0,
340,9571836,Danby,DCR016A3*,207,Compact refrigerator,Manual,No freezer,44.7,0,No,44.7,0,0,
395,2891654,Danby,DFF349WDB,332,Refrigerator,Automatic,Top,349.4,5,No,250,99.4,0.3976,
532,9571839,Danby,DCR032A2*,218,Compact refrigerator,Manual,No freezer,91.6,1,No,91.6,0,0,
533,10012810,Danby,DCR032C1*,218,Compact refrigerator,Manual,No freezer,89.7,1,No,89.7,0,0,
1246,13454992,Danby,DCR023C1*,213,Compact refrigerator,Manual,No freezer,64,0,No,63.6,0,0,
1297,9875518,Danby,DPF074B1WDB,344,Compact refrigerator,Partial automatic,Inside,209.5,3,No,171,38.5,0.225146199,
1300,9875521,Danby,DCR033B1WDB,243,Compact refrigerator,Manual,No freezer,93,1,No,93,0,0,
1338,9975853,Danby,DFF177A1WDD*,326,Refrigerator,Automatic,No freezer,501.2,8,No,501.2,0,0,
1425,10012805,Danby,DFF092C1*,374,Refrigerator,Automatic,Bottom,260,4,No,180.3,79.7,0.442041043,
1427,10012807,Danby,DFF100C1*,330,Refrigerator,Automatic,Top,281.1,4,No,201.2,79.9,0.397117296,
1494,10195988,Danby,DFF048A4WDB,346,Compact refrigerator,Automatic,Top,134.5,2,No,95.71,38.79,0.405286804,
1530,10300754,Danby,DFF123C1*,353,Refrigerator,Automatic,Top,347.4,5,No,248.9,98.5,0.395741262,
1622,14977930,Danby,DAR033A6*,259,Compact refrigerator,Automatic,No freezer,93,1,No,93.3,0,0,
1777,4871573,Danby,DCRM90WDB,266,Compact refrigerator,Manual,Inside,90,1,No,82,8,0.097560976,
1781,13347802,Danby,DAR044A6*,268,Compact refrigerator,Automatic,No freezer,124,1,No,124.2,0,0,
1803,11819077,Danby,DKC052BSLDB-D,300,Compact refrigerator,Automatic,No freezer,146,2,No,146,0,0,
1833,12592575,Danby,DFF103A4WDB,297,Refrigerator,Automatic,Top,291.5,4,No,223.5,68,0.304250559,
1897,12988342,Danby,DKC5811BSL-1,311,Compact refrigerator,Automatic,No freezer,163,2,No,163,0,0,
1914,13232951,Danby,DFF091A1WDB,319,Refrigerator,Automatic,Top,258,4,No,194,64,0.329896907,
1916,13232953,Danby,DFF110A1WDB1,337,Refrigerator,Automatic,Top,312,5,No,236,76.1,0.322457627,
1958,13770243,Danby,DKC5411*,307,Compact refrigerator,Automatic,No freezer,153,2,No,153,0,0,
1990,14107160,Danby,DPF073C1WDB,343,Compact refrigerator,Partial automatic,Inside,206,3,No,162,44,0.271604938,
2525,16513742,Danby,DAR023C1*,247,Compact refrigerator,Automatic,No freezer,64,0,No,63.6,0,0,
2866,18441390,Danby,DAR170A2*,320,Refrigerator,Automatic,No freezer,480,8,No,480.4,0,0,
2872,7920069,Danby,DCR017A2WDB,315,Compact refrigerator,Manual,Inside,48.1,0,No,43.89,3.4,0.077466393,
3005,19725705,Danby,DCR047A1BBSL,331,Compact refrigerator,Partial automatic,Inside,133,2,No,88.9,43.6,0.490438695,
341,9571837,Danby,DCR016A3*,207,Compact refrigerator,Manual,No freezer,44.7,0,No,44.7,0,0,
525,9571838,Danby,DCR032A2*,218,Compact refrigerator,Manual,No freezer,91.6,1,No,91.6,0,0,
536,10012812,Danby,DCR032C1*,218,Compact refrigerator,Manual,No freezer,89.7,1,No,89.7,0,0,
1051,9571840,Danby,DCR044A2*,226,Compact refrigerator,Manual,No freezer,125.5,2,No,125.5,0,0,
1056,9571847,Danby,DAR044A5*,268,Compact refrigerator,Automatic,No freezer,125.8,2,No,125.8,0,0,
1296,9875517,Danby,DPF074B1BSLDD,344,Compact refrigerator,Partial automatic,Inside,209.5,3,No,171,38.5,0.225146199,
1426,10012806,Danby,DFF100C2*,297,Refrigerator,Automatic,Top,281.1,4,No,201.2,79.9,0.397117296,
1428,10012809,Danby,DFF100C1*,330,Refrigerator,Automatic,Top,281.1,4,No,201.2,79.9,0.397117296,
1431,10012813,Danby,DAR110A1*,249,Refrigerator,Automatic,No freezer,310.7,5,No,310.7,0,0,
1531,10300755,Danby,DFF123C1*,353,Refrigerator,Automatic,Top,347.4,5,No,248.9,98.5,0.395741262,
1580,9571843,Danby,DAR017A2*,221,Compact refrigerator,Automatic,No freezer,48.9,0,No,48.9,0,0,
1586,9571844,Danby,DAR026A1*,253,Compact refrigerator,Automatic,No freezer,73,1,No,73,0,0,
1596,10975759,Danby,DFF123C2*,317,Refrigerator,Automatic,Top,347.4,5,No,248.9,98.5,0.395741262,
1621,9571845,Danby,DAR033A1*,259,Compact refrigerator,Automatic,No freezer,93.3,1,No,93.3,0,0,
1910,19725707,Danby,DAR044A8BBSL,268,Compact refrigerator,Automatic,No freezer,124,1,No,124.2,0,0,
1915,13232952,Danby,DFF110A1BSSDD,337,Refrigerator,Automatic,Top,312,5,No,236,76.1,0.322457627,
1991,14107161,Danby,DPF073C1BSLDD,343,Compact refrigerator,Partial automatic,Inside,206,3,No,162,44,0.271604938,
2327,9875519,Danby,DCR031B1*,319,Compact refrigerator,Partial automatic,Inside,86.8,1,No,62.1,24.7,0.397745572,
2526,16513743,Danby,DAR023C1*,247,Compact refrigerator,Automatic,No freezer,64,0,No,63.6,0,0,
2571,2891667,Danby,DAR125SLDD,329,Compact refrigerator,Automatic,No freezer,124.6,1,No,124.6,0,0,
2572,6189719,Danby,DAR044A1SLDD,329,Compact refrigerator,Automatic,No freezer,125.4,1,No,125.4,0,0,
2867,18441391,Danby,DAR170A2*,320,Refrigerator,Automatic,No freezer,480,8,No,480.4,0,0,
1041,19725708,Danby,2.6SM4R,228,Compact refrigerator,Automatic,No freezer,73,1,No,73,0,0,
1617,19725709,Danby,3.2SM4RA,258,Compact refrigerator,Automatic,No freezer,92,1,No,91.6,0,0,
1655,19725710,Danby,3.3SM4R,259,Compact refrigerator,Automatic,No freezer,93,1,No,93.3,0,0,
874,9737228,Dayton,33NR78,226,Compact refrigerator,Manual,No freezer,124,1,No,124,0,0,
1159,9737222,Dayton,33NR72,213,Compact refrigerator,Manual,No freezer,67,0,No,67,0,0,
1934,9737225,Dayton,33NR75,270,Compact refrigerator,Partial automatic,Inside,87,1,No,61,26,0.426229508,
2065,14647830,DCS,RS36(X),404,Refrigerator,Automatic,Bottom,476,8,No,331.1,144.9,0.437632135,
2160,14985432,DCS,RF201A**J**,379,Refrigerator,Automatic,Bottom,569,9,No,417.3,151.8,0.363767074,
2188,15011362,DCS,RF24RE3,191,Compact refrigerator,Automatic,No freezer,148.9,2,No,148.9,0,0,
2190,15011364,DCS,RF24DE3,208,Compact refrigerator,Automatic,No freezer,140.2,2,No,140.2,0,0,
2191,15011365,DCS,RF24T*1,274,Compact refrigerator,Automatic,No freezer,160.6,2,No,160.6,0,0,
2801,17698603,DCS,RS36W(X),381,Refrigerator,Automatic,Bottom,477,8,No,331.9,144.9,0.436577282,
48,10975730,Dimchae,DOEA-124SN*,195,Compact refrigerator,Manual,No freezer,120,1,No,120,0,0,
